Timestamp,PV,SP,OUTPUT
2026-06-22T15:42:40.829364,-3.4,100.0,95.0
2026-06-22T15:42:42.831813,-3.4,100.0,95.0
2026-06-22T15:42:44.834349,-3.4,100.0,95.0
2026-06-22T15:42:46.820911,-3.4,100.0,95.0
2026-06-22T15:42:48.839428,-3.4,100.0,95.0
2026-06-22T15:42:50.841949,-3.4,100.0,95.0
2026-06-22T15:42:52.844493,-3.4,100.0,95.0
2026-06-22T15:42:54.831014,-3.4,100.0,95.0
2026-06-22T15:42:56.865653,-3.4,100.0,95.0
2026-06-22T15:42:58.884221,-3.4,100.0,95.0
2026-06-22T15:43:00.854716,-3.4,100.0,95.0
2026-06-22T15:43:02.873230,-3.4,100.0,95.0
2026-06-22T15:43:04.907845,-3.4,100.0,95.0
2026-06-22T15:43:06.862280,-3.4,100.0,95.0
2026-06-22T15:43:08.896956,-3.4,100.0,95.0
2026-06-22T15:43:10.883343,-3.4,100.0,95.0
2026-06-22T15:43:12.869785,-3.4,100.0,95.0
2026-06-22T15:43:14.872411,-3.4,100.0,95.0
2026-06-22T15:43:16.906902,-3.4,100.0,95.0
2026-06-22T15:43:18.893422,-3.4,100.0,95.0
2026-06-22T15:43:20.879933,-3.4,100.0,95.0
2026-06-22T15:43:22.882471,-3.4,100.0,95.0
2026-06-22T15:43:24.869224,-3.4,100.0,95.0
2026-06-22T15:43:26.871629,-3.4,100.0,95.0
2026-06-22T15:43:28.890885,-3.4,100.0,95.0
2026-06-22T15:43:30.892627,-3.4,100.0,95.0
2026-06-22T15:43:32.879206,-3.4,100.0,95.0
2026-06-22T15:43:34.881568,-3.4,100.0,95.0
2026-06-22T15:43:36.884042,-3.4,100.0,95.0
2026-06-22T15:43:38.870824,-3.4,100.0,95.0
2026-06-22T15:43:40.857096,-3.4,100.0,95.0
2026-06-22T15:43:42.859564,-3.4,100.0,95.0
2026-06-22T15:43:44.877992,-3.4,100.0,95.0
2026-06-22T15:43:46.880495,-3.4,100.0,95.0
2026-06-22T15:43:48.867072,-3.4,100.0,95.0
2026-06-22T15:43:50.869615,-3.4,100.0,95.0
2026-06-22T15:43:52.856155,-3.4,100.0,95.0
2026-06-22T15:43:54.858673,-3.4,100.0,95.0
2026-06-22T15:43:56.877193,-3.4,100.0,95.0
2026-06-22T15:43:58.879762,-3.4,100.0,95.0
2026-06-22T15:44:00.866205,-3.4,100.0,95.0
2026-06-22T15:44:02.868782,-3.4,100.0,95.0
2026-06-22T15:44:04.887345,-3.4,100.0,95.0
2026-06-22T15:44:06.857810,-3.4,100.0,95.0
2026-06-22T15:44:08.876480,-3.4,100.0,95.0
2026-06-22T15:44:10.878896,-3.4,100.0,95.0
2026-06-22T15:44:12.866316,-3.4,100.0,95.0
2026-06-22T15:44:14.868004,-3.4,100.0,95.0
2026-06-22T15:44:16.854497,-3.4,100.0,95.0
2026-06-22T15:44:18.889188,-3.4,100.0,95.0
2026-06-22T15:44:20.875879,-3.4,100.0,95.0
2026-06-22T15:44:22.878091,-3.4,100.0,95.0
2026-06-22T15:44:24.864557,-3.4,100.0,95.0
2026-06-22T15:44:26.867144,-3.4,100.0,95.0
2026-06-22T15:44:28.885681,-3.4,100.0,95.0
2026-06-22T15:44:30.888225,-3.4,100.0,95.0
2026-06-22T15:44:32.874766,-3.4,100.0,95.0
2026-06-22T15:44:34.877331,-3.4,100.0,95.0
2026-06-22T15:44:36.863862,-3.4,100.0,95.0
2026-06-22T15:44:38.898312,-3.4,100.0,95.0
2026-06-22T15:44:40.852765,-3.4,100.0,95.0
2026-06-22T15:44:42.887356,-3.4,100.0,95.0
2026-06-22T15:44:44.873935,-3.4,100.0,95.0
2026-06-22T15:44:46.876471,-3.4,100.0,95.0
2026-06-22T15:44:48.863069,-3.4,100.0,95.0
2026-06-22T15:44:50.897586,-3.4,100.0,95.0
2026-06-22T15:44:52.884082,-3.4,100.0,95.0
2026-06-22T15:44:54.886543,-3.4,100.0,95.0
2026-06-22T15:44:56.873116,-3.4,100.0,95.0
2026-06-22T15:44:58.875612,-3.4,100.0,95.0
2026-06-22T15:45:00.862157,-3.4,100.0,95.0
2026-06-22T15:45:02.896900,-3.4,100.0,95.0
2026-06-22T15:45:04.915294,-3.4,100.0,95.0
2026-06-22T15:45:06.917891,-3.4,100.0,95.0
2026-06-22T15:45:08.904532,-3.4,100.0,95.0
2026-06-22T15:45:10.906849,-3.4,100.0,95.0
2026-06-22T15:45:12.925435,-3.4,100.0,95.0
2026-06-22T15:45:14.928009,-3.4,100.0,95.0
2026-06-22T15:45:16.946591,-3.4,100.0,95.0
2026-06-22T15:45:18.949097,-3.4,100.0,95.0
2026-06-22T15:45:20.935538,-3.4,100.0,95.0
2026-06-22T15:45:22.938132,-3.4,100.0,95.0
2026-06-22T15:45:24.924673,-3.4,100.0,95.0
2026-06-22T15:45:26.927270,-3.4,100.0,95.0
2026-06-22T15:45:28.945790,-3.4,100.0,95.0
2026-06-22T15:45:30.948325,-3.4,100.0,95.0
2026-06-22T15:45:32.934848,-3.4,100.0,95.0
2026-06-22T15:45:34.937365,-3.4,100.0,95.0
2026-06-22T15:45:36.956030,-3.4,100.0,95.0
2026-06-22T15:45:38.959040,-3.4,100.0,95.0
2026-06-22T15:45:40.945102,-3.4,100.0,95.0
2026-06-22T15:45:42.947646,-3.4,100.0,95.0
2026-06-22T15:45:44.966186,-3.4,100.0,95.0
2026-06-22T15:45:46.968766,-3.4,100.0,95.0
2026-06-22T15:45:48.955236,-3.4,100.0,95.0
2026-06-22T15:45:50.957813,-3.4,100.0,95.0
2026-06-22T15:45:52.944315,-3.4,100.0,95.0
2026-06-22T15:45:54.978932,-3.4,100.0,95.0
2026-06-22T15:45:56.965348,-3.4,100.0,95.0
2026-06-22T15:45:58.935854,-3.4,100.0,95.0
2026-06-22T15:46:00.954531,-3.4,100.0,95.0
2026-06-22T15:46:02.957000,-3.4,100.0,95.0
2026-06-22T15:46:04.943476,-3.4,100.0,95.0
2026-06-22T15:46:06.978080,-3.4,100.0,95.0
2026-06-22T15:46:08.964598,-3.4,100.0,95.0
2026-06-22T15:46:10.967150,-3.4,100.0,95.0
2026-06-22T15:46:12.953638,-3.4,100.0,95.0
2026-06-22T15:46:14.956273,-3.4,100.0,95.0
2026-06-22T15:46:16.942653,-3.4,100.0,95.0
2026-06-22T15:46:18.977252,-3.4,100.0,95.0
2026-06-22T15:46:20.963857,-3.4,100.0,95.0
2026-06-22T16:44:16.009693,-3.3,100.0,95.0
2026-06-22T16:44:17.995821,-3.3,100.0,95.0
2026-06-22T16:44:20.013913,-3.3,100.0,95.0
2026-06-22T16:44:21.984148,-3.3,100.0,95.0
2026-06-22T16:44:24.002408,-3.3,100.0,95.0
2026-06-22T16:44:26.004447,-3.3,100.0,95.0
2026-06-22T16:44:27.990630,-3.3,100.0,95.0
2026-06-22T16:44:29.992819,-3.3,100.0,95.0
2026-06-22T16:44:32.010972,-3.3,100.0,95.0
2026-06-22T16:44:34.013461,-3.3,100.0,95.0
2026-06-22T16:44:35.999403,-3.3,100.0,95.0
2026-06-22T16:44:38.001544,-3.3,100.0,95.0
2026-06-22T16:44:39.987692,-3.3,100.0,95.0
2026-06-22T16:44:42.021835,-3.3,100.0,95.0
2026-06-22T16:44:44.008325,-3.3,100.0,95.0
2026-06-22T16:44:45.994113,-3.3,100.0,95.0
2026-06-22T16:44:47.996232,-3.3,100.0,95.0
2026-06-22T16:44:50.014423,-3.3,100.0,95.0
2026-06-22T16:44:51.984557,-3.3,100.0,95.0
2026-06-22T16:44:54.002744,-3.3,100.0,95.0
2026-06-22T16:44:56.004886,-3.3,100.0,95.0
2026-06-22T16:44:57.991092,-3.3,100.0,95.0
2026-06-22T16:44:59.993310,-3.3,100.0,95.0
2026-06-22T16:45:02.011380,-3.3,100.0,95.0
2026-06-22T16:45:03.981514,-3.3,100.0,95.0
2026-06-22T16:45:05.999581,-3.3,100.0,95.0
2026-06-22T16:45:08.001898,-3.3,100.0,95.0
2026-06-22T16:45:09.987990,-3.3,100.0,95.0
2026-06-22T16:45:12.022240,-3.3,100.0,95.0
2026-06-22T16:45:14.008432,-3.3,100.0,95.0
2026-06-22T16:45:16.010560,-3.3,100.0,95.0
2026-06-22T16:45:17.996705,-3.3,100.0,95.0
2026-06-22T16:45:19.998859,-3.3,100.0,95.0
2026-06-22T16:45:21.985001,-3.3,100.0,95.0
2026-06-22T16:45:24.019166,-3.3,100.0,95.0
2026-06-22T16:45:26.005306,-3.3,100.0,95.0
2026-06-22T16:45:27.991371,-3.3,100.0,95.0
2026-06-22T16:45:29.993558,-3.3,100.0,95.0
2026-06-22T16:45:32.011780,-3.3,100.0,95.0
2026-06-22T16:45:34.013888,-3.3,100.0,95.0
2026-06-22T16:45:36.000066,-3.3,100.0,95.0
2026-06-22T16:45:38.002143,-3.3,100.0,95.0
2026-06-22T16:45:39.988357,-3.3,100.0,95.0
2026-06-22T16:45:42.022526,-3.3,100.0,95.0
2026-06-22T16:45:43.976596,-3.3,100.0,95.0
2026-06-22T16:45:46.010818,-3.3,100.0,95.0
2026-06-22T16:45:47.997345,-3.3,100.0,95.0
2026-06-22T16:45:49.999138,-3.3,100.0,95.0
2026-06-22T16:45:51.985234,-3.3,100.0,95.0
2026-06-22T16:45:54.003518,-3.3,100.0,95.0
2026-06-22T16:45:56.005581,-3.3,100.0,95.0
2026-06-22T16:45:57.991764,-3.3,100.0,95.0
2026-06-22T16:45:59.993922,-3.3,100.0,95.0
2026-06-22T16:46:01.980146,-3.3,100.0,95.0
2026-06-22T16:46:03.982251,-3.3,100.0,95.0
2026-06-22T16:46:06.000414,-3.3,100.0,95.0
2026-06-22T16:46:08.002551,-3.3,100.0,95.0
2026-06-22T16:46:09.988706,-3.3,100.0,95.0
2026-06-22T16:46:12.022849,-3.3,100.0,95.0
2026-06-22T16:46:14.009059,-3.3,100.0,95.0
2026-06-22T16:46:15.979203,-3.3,100.0,95.0
2026-06-22T16:46:17.997380,-3.3,100.0,95.0
2026-06-22T16:46:19.999566,-3.3,100.0,95.0
2026-06-22T16:46:21.986295,-3.3,100.0,95.0
2026-06-22T16:46:24.019898,-3.3,100.0,95.0
2026-06-22T16:46:26.006341,-3.3,100.0,95.0
2026-06-22T16:46:27.992357,-3.3,100.0,95.0
2026-06-22T16:46:29.994663,-3.3,100.0,95.0
2026-06-22T16:46:32.012517,-3.3,100.0,95.0
2026-06-22T16:46:33.982659,-3.3,100.0,95.0
2026-06-22T16:46:36.000833,-3.3,100.0,95.0
2026-06-22T16:46:38.002980,-3.3,100.0,95.0
2026-06-22T16:46:40.021197,-3.3,100.0,95.0
2026-06-22T16:46:42.023363,-3.3,100.0,95.0
2026-06-22T16:46:44.041486,-3.3,100.0,95.0
2026-06-22T16:46:46.043727,-3.3,100.0,95.0
2026-06-22T16:46:48.061876,-3.3,100.0,95.0
2026-06-22T16:46:50.031939,-3.3,100.0,95.0
2026-06-22T16:46:52.050208,-3.3,100.0,95.0
2026-06-22T16:46:54.052341,-3.3,100.0,95.0
2026-06-22T16:46:56.038665,-3.3,100.0,95.0
2026-06-22T16:46:58.072683,-3.3,100.0,95.0
2026-06-22T16:47:00.059148,-3.3,100.0,95.0
2026-06-22T16:47:02.044907,-3.3,100.0,95.0
2026-06-22T16:47:04.047087,-3.3,100.0,95.0
2026-06-22T16:47:06.049241,-3.3,100.0,95.0
2026-06-22T16:47:08.035466,-3.3,100.0,95.0
2026-06-22T16:47:10.053606,-3.3,100.0,95.0
2026-06-22T16:47:12.055663,-3.3,100.0,95.0
2026-06-22T16:47:14.041825,-3.3,100.0,95.0
2026-06-22T16:47:16.043883,-3.3,100.0,95.0
2026-06-22T16:47:18.030069,-3.3,100.0,95.0
2026-06-22T16:47:20.032238,-3.3,100.0,95.0
2026-06-22T16:47:22.050420,-3.3,100.0,95.0
2026-06-22T16:47:24.052643,-3.3,100.0,95.0
2026-06-22T16:47:26.038893,-3.3,100.0,95.0
2026-06-22T16:47:28.073285,-3.3,100.0,95.0
2026-06-22T16:47:30.059587,-3.3,100.0,95.0
2026-06-22T16:47:32.031302,-3.3,100.0,95.0
2026-06-22T16:47:34.047602,-3.3,100.0,95.0
2026-06-22T16:47:36.049747,-3.3,100.0,95.0
2026-06-22T16:47:38.035884,-3.3,100.0,95.0
2026-06-22T16:47:40.054069,-3.3,100.0,95.0
2026-06-22T16:47:42.024237,-3.3,100.0,95.0
2026-06-22T16:47:44.042383,-3.3,100.0,95.0
2026-06-22T16:47:46.044920,-3.3,100.0,95.0
2026-06-22T16:47:48.030744,-3.3,100.0,95.0
2026-06-22T16:47:50.032896,-3.3,100.0,95.0
2026-06-22T16:47:52.051042,-3.3,100.0,95.0
2026-06-22T16:47:54.053317,-3.3,100.0,95.0
2026-06-22T16:47:56.039330,-3.3,100.0,95.0
2026-06-22T16:47:58.073458,-3.3,100.0,95.0
2026-06-22T16:48:00.027702,-3.3,100.0,95.0
2026-06-22T16:48:02.061886,-3.3,100.0,95.0
2026-06-22T16:48:04.047837,-3.3,100.0,95.0
2026-06-22T16:48:06.050016,-3.3,100.0,95.0
2026-06-22T16:48:08.036246,-3.3,100.0,95.0
2026-06-22T16:48:10.070317,-3.3,100.0,95.0
2026-06-22T16:48:12.057365,-3.3,100.0,95.0
2026-06-22T16:48:14.058676,-3.3,100.0,95.0
2026-06-22T16:48:16.044732,-3.3,100.0,95.0
2026-06-22T16:48:18.078913,-3.3,100.0,95.0
2026-06-22T16:48:20.065074,-3.3,100.0,95.0
2026-06-22T16:48:22.051242,-3.3,100.0,95.0
2026-06-22T16:48:24.085422,-3.3,100.0,95.0
2026-06-22T16:48:26.071568,-3.3,100.0,95.0
2026-06-22T16:48:28.073727,-3.3,100.0,95.0
2026-06-22T16:48:30.091907,-3.3,100.0,95.0
2026-06-22T16:48:32.094136,-3.3,100.0,95.0
2026-06-22T16:48:34.080329,-3.3,100.0,95.0
2026-06-22T16:48:36.114401,-3.3,100.0,95.0
2026-06-22T16:48:38.132547,-3.3,100.0,95.0
2026-06-22T16:48:40.135060,-3.3,100.0,95.0
2026-06-22T16:48:42.120890,-3.3,100.0,95.0
2026-06-22T16:48:44.123050,-3.3,100.0,95.0
2026-06-22T16:48:46.109251,-3.3,100.0,95.0
2026-06-22T16:48:48.143416,-3.3,100.0,95.0
2026-06-22T16:48:50.129637,-3.3,100.0,95.0
2026-06-22T16:48:52.131660,-3.3,100.0,95.0
2026-06-22T16:48:54.117872,-3.3,100.0,95.0
2026-06-22T16:48:56.152083,-3.3,100.0,95.0
2026-06-22T16:48:58.106180,-3.3,100.0,95.0
2026-06-22T16:49:00.140365,-3.3,100.0,95.0
2026-06-22T16:49:02.126518,-3.3,100.0,95.0
2026-06-22T16:49:04.128696,-3.3,100.0,95.0
2026-06-22T16:49:06.115213,-3.3,100.0,95.0
2026-06-22T16:49:08.100963,-3.3,100.0,95.0
2026-06-22T16:49:10.135208,-3.3,100.0,95.0
2026-06-22T16:49:12.153294,-3.3,100.0,95.0
2026-06-22T16:49:14.123340,-3.3,100.0,95.0
2026-06-22T16:49:16.141485,-3.3,100.0,95.0
2026-06-22T16:49:18.143747,-3.3,100.0,95.0
2026-06-22T16:49:20.161880,-3.3,100.0,95.0
2026-06-22T16:49:22.164010,-3.3,100.0,95.0
2026-06-22T16:49:24.182200,-3.3,100.0,95.0
2026-06-22T16:49:26.184350,-3.3,100.0,95.0
2026-06-22T16:49:28.170532,-3.3,100.0,95.0
2026-06-22T16:49:30.172699,-3.3,100.0,95.0
2026-06-22T16:49:32.158914,-3.3,100.0,95.0
2026-06-22T16:49:34.193130,-3.3,100.0,95.0
2026-06-22T16:49:36.147431,-3.3,100.0,95.0
2026-06-22T16:49:38.181940,-3.3,100.0,95.0
2026-06-22T16:49:40.167737,-3.3,100.0,95.0
2026-06-22T16:49:42.170205,-3.3,100.0,95.0
2026-06-22T16:49:44.188109,-3.3,100.0,95.0
2026-06-22T16:49:46.190310,-3.3,100.0,95.0
2026-06-22T16:49:48.176473,-3.3,100.0,95.0
2026-06-22T16:49:50.210692,-3.3,100.0,95.0
2026-06-22T16:49:52.196810,-3.3,100.0,95.0
2026-06-22T16:49:54.198987,-3.3,100.0,95.0
2026-06-22T16:49:56.185101,-3.3,100.0,95.0
2026-06-22T16:49:58.203660,-3.3,100.0,95.0
2026-06-22T16:50:00.205456,-3.3,100.0,95.0
2026-06-22T16:50:02.191620,-3.3,100.0,95.0
2026-06-22T16:50:04.193712,-3.3,100.0,95.0
2026-06-22T16:50:06.211840,-3.3,100.0,95.0
2026-06-22T16:50:08.181954,-3.3,100.0,95.0
2026-06-22T16:50:10.200212,-3.3,100.0,95.0
2026-06-22T16:50:12.202251,-3.3,100.0,95.0
2026-06-22T16:50:14.252600,-3.3,100.0,95.0
2026-06-22T16:50:16.254959,-3.3,100.0,95.0
2026-06-22T16:50:18.241056,-3.3,100.0,95.0
2026-06-22T16:50:20.242886,-3.3,100.0,95.0
2026-06-22T16:50:22.229076,-3.3,100.0,95.0
2026-06-22T16:50:24.263218,-3.3,100.0,95.0
2026-06-22T16:50:26.249447,-3.3,100.0,95.0
2026-06-22T16:50:28.251529,-3.3,100.0,95.0
2026-06-22T16:50:30.270018,-3.3,100.0,95.0
2026-06-22T16:50:32.240426,-3.3,100.0,95.0
2026-06-22T16:50:34.258522,-3.3,100.0,95.0
2026-06-22T16:50:36.292190,-3.3,100.0,95.0
2026-06-22T16:50:38.278303,-3.3,100.0,95.0
2026-06-22T16:50:40.280483,-3.3,100.0,95.0
2026-06-22T16:50:42.298934,-3.3,100.0,95.0
2026-06-22T16:50:44.300892,-3.3,100.0,95.0
2026-06-22T16:50:46.287274,-3.3,100.0,95.0
2026-06-22T16:50:48.321211,-3.3,100.0,95.0
2026-06-22T16:50:50.275451,-3.3,100.0,95.0
2026-06-22T16:50:52.293513,-3.3,100.0,95.0
2026-06-22T16:50:54.295644,-3.3,100.0,95.0
2026-06-22T16:50:56.281906,-3.3,100.0,95.0
2026-06-22T16:50:58.284003,-3.3,100.0,95.0
2026-06-22T16:51:00.302165,-3.3,100.0,95.0
2026-06-22T16:51:02.304359,-3.3,100.0,95.0
2026-06-22T16:51:04.290431,-3.3,100.0,95.0
2026-06-22T16:51:06.292579,-3.3,100.0,95.0
2026-06-22T16:51:08.310789,-3.3,100.0,95.0
2026-06-22T16:51:10.313004,-3.3,100.0,95.0
2026-06-22T16:51:12.331133,-3.3,100.0,95.0
2026-06-22T16:51:14.333275,-3.3,100.0,95.0
2026-06-22T16:51:16.319438,-3.3,100.0,95.0
2026-06-22T16:51:18.353629,-3.3,100.0,95.0
2026-06-22T16:51:20.307789,-3.3,100.0,95.0
2026-06-22T16:51:22.342012,-3.3,100.0,95.0
2026-06-22T16:51:24.328050,-3.3,100.0,95.0
2026-06-22T16:51:26.330208,-3.3,100.0,95.0
2026-06-22T16:51:28.316365,-3.3,100.0,95.0
2026-06-22T16:51:30.350636,-3.3,100.0,95.0
2026-06-22T16:51:32.336761,-3.3,100.0,95.0
2026-06-22T16:51:34.338930,-3.3,100.0,95.0
2026-06-22T16:51:36.325133,-3.3,100.0,95.0
2026-06-22T16:51:38.311249,-3.3,100.0,95.0
2026-06-22T16:51:40.313387,-3.3,100.0,95.0
2026-06-22T16:51:42.331681,-3.3,100.0,95.0
2026-06-22T16:51:44.333767,-3.3,100.0,95.0
2026-06-22T16:51:46.319943,-3.3,100.0,95.0
2026-06-22T16:51:48.322035,-3.3,100.0,95.0
2026-06-22T16:51:50.340229,-3.3,100.0,95.0
2026-06-22T16:51:52.310438,-3.3,100.0,95.0
2026-06-22T16:51:54.328570,-3.3,100.0,95.0
2026-06-22T16:51:56.331131,-3.3,100.0,95.0
2026-06-22T16:51:58.317018,-3.3,100.0,95.0
2026-06-22T16:52:00.351202,-3.3,100.0,95.0
2026-06-22T16:52:02.305235,-3.3,100.0,95.0
2026-06-22T16:52:04.323432,-3.3,100.0,95.0
2026-06-22T16:52:06.325674,-3.3,100.0,95.0
2026-06-22T16:52:08.343781,-3.3,100.0,95.0
2026-06-22T16:52:10.314000,-3.3,100.0,95.0
2026-06-22T16:52:12.332232,-3.3,100.0,95.0
2026-06-22T16:52:14.334265,-3.3,100.0,95.0
2026-06-22T16:52:16.320590,-3.3,99.0,95.0
2026-06-22T16:52:18.322610,-3.3,99.0,95.0
2026-06-22T16:52:20.308786,-3.3,99.0,95.0
2026-06-22T16:52:22.342958,-3.3,0.0,0.0
2026-06-22T16:52:24.329127,-3.3,0.0,0.0
2026-06-22T16:52:26.331393,-3.3,0.0,0.0
2026-06-22T16:52:28.317364,-3.3,0.0,0.0
2026-06-22T16:52:30.351595,-3.3,0.0,0.0
2026-06-22T16:52:32.337745,-3.3,99.0,95.0
2026-06-22T16:52:34.339841,-3.3,99.0,95.0
2026-06-22T16:52:36.326045,-3.3,99.0,95.0
2026-06-22T16:52:38.312297,-3.3,99.0,95.0
2026-06-22T16:52:40.314416,-3.3,0.0,0.0
2026-06-22T16:52:42.332839,-3.3,0.0,0.0
2026-06-22T16:52:44.334744,-3.3,99.0,95.0
2026-06-22T16:52:46.321038,-3.3,99.0,95.0
2026-06-22T16:52:48.322916,-3.3,99.0,95.0
2026-06-22T16:52:50.341112,-3.3,99.0,95.0
2026-06-22T16:52:52.343271,-3.3,99.0,95.0
2026-06-22T16:52:54.329431,-3.3,190.0,95.0
2026-06-22T16:52:56.331590,-3.3,190.0,95.0
2026-06-22T16:52:58.317747,-3.3,190.0,95.0
2026-06-22T16:53:00.351978,-3.3,190.0,95.0
2026-06-22T16:53:02.338199,-3.3,110.0,95.0
2026-06-22T16:53:04.325059,-3.3,100.0,95.0
2026-06-22T16:53:06.326450,-3.3,100.0,95.0
2026-06-22T16:53:08.312447,-3.3,100.0,95.0
2026-06-22T16:53:10.314666,-3.3,100.0,95.0
2026-06-22T16:53:12.332880,-3.3,100.0,95.0
2026-06-22T16:53:14.335004,-3.3,100.0,95.0
2026-06-22T16:53:16.321155,-3.3,100.0,95.0
2026-06-22T16:53:18.323473,-3.3,100.0,95.0
2026-06-22T16:53:20.341495,-3.3,100.0,95.0
2026-06-22T16:53:22.343635,-3.3,100.0,95.0
2026-06-22T16:53:24.329742,-3.3,100.0,95.0
2026-06-22T16:53:26.364120,-3.3,100.0,95.0
2026-06-22T16:53:28.350167,-3.3,100.0,95.0
2026-06-22T16:53:30.352344,-3.3,100.0,95.0
2026-06-22T16:53:32.338602,-3.3,100.0,95.0
2026-06-22T16:53:34.372841,-3.3,100.0,95.0
2026-06-22T16:53:36.358761,-3.3,100.0,95.0
2026-06-22T16:53:38.360911,-3.3,100.0,95.0
2026-06-22T16:53:40.379137,-3.3,100.0,95.0
2026-06-22T16:53:42.381508,-3.3,100.0,95.0
2026-06-22T16:53:44.367522,-3.3,100.0,95.0
2026-06-22T16:53:46.401865,-3.3,100.0,95.0
2026-06-22T16:53:48.387983,-3.3,100.0,95.0
2026-06-22T16:53:50.390153,-3.3,100.0,95.0
2026-06-22T16:53:52.376264,-3.3,100.0,95.0
2026-06-22T16:53:54.394347,-3.3,100.0,95.0
2026-06-22T16:53:56.396508,-3.3,100.0,95.0
2026-06-22T16:53:58.382694,-3.3,100.0,95.0
2026-06-22T16:54:00.385143,-3.3,100.0,95.0
2026-06-22T16:54:02.371061,-3.3,100.0,95.0
2026-06-22T16:54:04.373227,-3.3,100.0,95.0
2026-06-22T16:54:06.391416,-3.3,100.0,95.0
2026-06-22T16:54:08.393551,-3.3,100.0,95.0
2026-06-22T16:54:10.379716,-3.3,100.0,95.0
2026-06-22T16:54:12.414005,-3.3,100.0,95.0
2026-06-22T16:54:14.400026,-3.3,100.0,95.0
2026-06-22T16:54:16.434261,-3.3,100.0,95.0
2026-06-22T16:54:18.388361,-3.3,100.0,95.0
2026-06-22T16:54:20.422553,-3.3,100.0,95.0
2026-06-22T16:54:22.408688,-3.3,100.0,95.0
2026-06-22T16:54:24.410820,-3.3,100.0,95.0
2026-06-22T16:54:26.428981,-3.3,100.0,95.0
2026-06-22T16:54:28.431107,-3.3,100.0,95.0
2026-06-22T16:54:30.417281,-3.3,100.0,95.0
2026-06-22T16:54:32.451478,-3.3,100.0,95.0
2026-06-22T16:54:34.405545,-3.3,100.0,95.0
2026-06-22T16:54:36.423913,-3.3,100.0,95.0
2026-06-22T16:54:38.425888,-3.3,100.0,95.0
2026-06-22T16:54:40.411982,-3.3,100.0,95.0
2026-06-22T16:54:42.414220,-3.3,100.0,95.0
2026-06-22T16:54:44.432417,-3.3,100.0,95.0
2026-06-22T16:54:46.434455,-3.3,100.0,95.0
2026-06-22T16:54:48.420638,-3.3,100.0,95.0
2026-06-22T16:54:50.422830,-3.3,100.0,95.0
2026-06-22T16:54:52.409089,-3.3,100.0,95.0
2026-06-22T16:54:54.443307,-3.3,100.0,95.0
2026-06-22T16:54:56.429358,-3.3,100.0,95.0
2026-06-22T16:54:58.431502,-3.3,100.0,95.0
2026-06-22T16:55:00.417625,-3.3,100.0,95.0
2026-06-22T16:55:02.451906,-3.3,100.0,95.0
2026-06-22T16:55:04.405951,-3.3,100.0,95.0
2026-06-22T16:55:06.424398,-3.3,100.0,95.0
2026-06-22T16:55:08.426334,-3.3,100.0,95.0
2026-06-22T16:55:10.412420,-3.3,100.0,95.0
2026-06-22T16:55:12.414607,-3.3,100.0,95.0
2026-06-22T16:55:14.432769,-3.3,100.0,95.0
2026-06-22T16:55:16.434928,-3.3,100.0,95.0
2026-06-22T16:55:18.421295,-3.3,100.0,95.0
2026-06-22T16:55:20.423280,-3.3,100.0,95.0
2026-06-22T16:55:22.409393,-3.3,100.0,95.0
2026-06-22T16:55:24.443592,-3.3,100.0,95.0
2026-06-22T16:55:26.429686,-3.3,100.0,95.0
2026-06-22T16:55:28.431999,-3.3,100.0,95.0
2026-06-22T16:55:30.418085,-3.3,100.0,95.0
2026-06-22T16:55:32.452155,-3.3,100.0,95.0
2026-06-22T16:55:34.438300,-3.3,100.0,95.0
2026-06-22T16:55:36.440531,-3.3,100.0,95.0
2026-06-22T16:55:38.458793,-3.3,100.0,95.0
2026-06-22T16:55:40.460941,-3.3,100.0,95.0
2026-06-22T16:55:42.447006,-3.3,100.0,95.0
2026-06-22T16:55:44.481465,-3.3,100.0,95.0
2026-06-22T16:55:46.467336,-3.3,100.0,95.0
2026-06-22T16:55:48.453495,-3.3,100.0,95.0
2026-06-22T16:55:50.455546,-3.3,100.0,95.0
2026-06-22T16:55:52.442031,-3.3,100.0,95.0
2026-06-22T16:55:54.443839,-3.3,100.0,95.0
2026-06-22T16:55:56.461998,-3.3,100.0,95.0
2026-06-22T16:55:58.464131,-3.3,100.0,95.0
2026-06-22T16:56:00.450224,-3.3,100.0,95.0
2026-06-22T16:56:02.452291,-3.3,100.0,95.0
2026-06-22T16:56:04.438422,-3.3,100.0,95.0
2026-06-22T16:56:06.472707,-3.3,100.0,95.0
2026-06-22T16:56:08.458853,-3.3,100.0,95.0
2026-06-22T16:56:10.461004,-3.3,100.0,95.0
2026-06-22T16:56:12.447187,-3.3,100.0,95.0
2026-06-22T16:56:14.481331,-3.3,100.0,95.0
2026-06-22T16:56:16.467595,-3.3,100.0,95.0
2026-06-22T16:56:18.453663,-3.3,100.0,95.0
2026-06-22T16:56:20.455838,-3.3,100.0,95.0
2026-06-22T16:56:22.442016,-3.3,100.0,95.0
2026-06-22T16:56:24.444087,-3.3,100.0,95.0
2026-06-22T16:57:05.820816,-3.3,100.0,95.0
2026-06-22T16:57:07.823220,-3.3,100.0,95.0
2026-06-22T16:57:09.809696,-3.3,100.0,95.0
2026-06-22T16:57:11.812297,-3.3,100.0,95.0
2026-06-22T16:57:13.798886,-3.3,100.0,95.0
2026-06-22T16:57:15.833129,-3.3,100.0,95.0
